譲,984
随,1396
猛,1301
遂,1423
冒,1317
泰,1281
翼,1201
凄,2313
序,1160
扉,1866
是,1045
寸,1669
賃,961
偵,1857
澄,1722
殊,1352
緩,933
頑,1247
紋,1519
糖,1471
煮,1565
芳,1302
惨,1463
歓,1065
虐,1464
喉,2390
旨,1166
凝,1712
圏,1216
拭,2421
涯,1525
貞,1389
堅,1049
倫,1322
壇,1512
呉,1729
暇,1386
貌,2500
塞,2500
噴,1270
婆,2435
岳,1334
蹴,2377
鍵,2029
膳,2120
尺,1940
罰,1220
漏,1298
朱,1788
覧,1510
漂,1492
汁,1843
寂,1599
嘆,1584
禅,1902
浄,1383
酷,1596
刃,1763
漫,1408
霧,1747
暑,1442
棚,1594
袖,1960
壮,1657
旬,1162
彫,1533
需,935
鎖,1250
潰,2500
縦,1258
粧,1545
慌,1826
穏,1535
枠,922
謎,2021
誉,1064
逸,1524
駒,1452
惜,1641
措,818
晶,1613
琴,1591
摂,1779
拍,1373
稽,2372
礎,1224
遭,1554
掌,1757
鍋,1810
弓,1802
克,1333
据,1468
胆,1449
跳,1716
縛,1764
鎮,1617
雷,1491
恨,1877
顕,1536
殖,1362
寧,1697
湧,2070
棋,1311
巧,1537
浸,1447
桃,1784
隔,1382
班,1592
甚,1961
妊,1413
祉,1063
獣,1714
疾,1577
塾,1297
潟,1204
撲,1283
塊,1800
絞,1288
履,1619
苗,1713
芋,2418
冗,1782
陶,1680
励,1254
陳,1323
猿,1772
葛,1547
傘,1694
啓,1403
劣,1620
撤,811
殴,1622
盾,1476
衰,1432
滝,1478
慰,1158
蛇,1721
梨,1331
癖,1973
潤,1644
鉢,1890
戯,1880
腸,1807
偏,1340
巣,1588
宴,1675
炉,1359
棟,1406
洞,1618
狩,1785
陛,1429
磁,1686
潔,1595
膜,1804
乏,1646
祥,1273
曽,1320
舗,1412
抽,1437
睡,1739
賭,1989
括,1026
貢,956
犠,1189
粗,1689
卑,2003
貼,2444
拉,2500
牲,1274
帆,1923
挿,1908
翻,1465
羊,1852
枕,2084
錯,1740
謙,1582
珠,1711
蓄,1260
拓,1526
鼓,1795
粋,1768
尉,2007
后,1583
粘,1410
披,1438
徐,1470
悦,1762
堪,1953
冠,1503
愉,1974
尿,1672
顎,2500
誓,1567
憂,1625
簿,1358
糧,1354
架,1555
芽,1691
軸,1261
苛,2500
蓋,2388
盆,1654
凶,1673
妃,1752
庶,1558
秩,1275
裾,2334
幽,1996
凡,1730
漠,1611
拙,1938
恒,1314
暦,1765
腫,2145
峠,1941
宰,1597
蛮,2339
窮,1756
擦,1485
爪,2025
稚,1560
辱,1769
嵐,1910
憤,1863
癒,1667
鬱,2500
疎,1572
雰,1341
彰,1310
肺,1387
傑,1926
拘,1336
頻,1590
緯,1430
妖,1964
豚,1864
藍,2043
矛,1538
鍛,1793
繊,1451
縫,1723
把,1569
楼,2173
捉,1976
漬,1818
紳,1790
飽,1780
宛,2500
閥,1072
旋,1801
坪,1823
崖,1835
叱,2255
鶏,1901
峡,1833
溝,1736
朴,1626
軌,1480
瓦,1850
喪,885
墨,1616
疫,1661
遍,1845
濁,1883
扇,1805
拳,1935
乙,1841
酵,1862
堤,1658
阻,1280
桑,1650
虜,1678
乞,2478
恭,1737
鐘,1681
剰,1448
慈,1811
径,1435
培,1431
擁,1213
郭,1670
呪,2131
砕,1579
汰,2500
勃,2500
翁,2064
絹,1916
譜,1919
陵,1746
痴,1663
笛,1928
昧,2500
訟,1061
唾,2500
肪,1878
塀,1991
碁,1609
敢,1859
塁,651
暁,1924
胴,1904
謡,1580
飢,1659
欄,1523
艶,2207
痕,1958
怠,1703
欺,1541
弦,1773
泡,1872
諦,2457
伐,1816
餅,2152
寮,1705
厄,2123
宰,1597
蛮,2339
窮,1756
擦,1485
爪,2025
稚,1560
辱,1769
嵐,1910
憤,1863
癒,1667
鬱,2500
疎,1572
雰,1341
彰,1310
肺,1387
傑,1926
拘,1336
頻,1590
緯,1430
妖,1964
豚,1864
藍,2043
矛,1538
鍛,1793
繊,1451
縫,1723
把,1569
楼,2173
捉,1976
漬,1818
紳,1790
飽,1780
宛,2500
閥,1072
旋,1801
坪,1823
崖,1835
叱,2255
鶏,1901
峡,1833
溝,1736
朴,1626
軌,1480
瓦,1850
喪,885
墨,1616
疫,1661
遍,1845
濁,1883
扇,1805
拳,1935
乙,1841
酵,1862
堤,1658
阻,1280
桑,1650
虜,1678
乞,2478
恭,1737
鐘,1681
剰,1448
慈,1811
径,1435
培,1431
擁,1213
郭,1670
呪,2131
砕,1579
汰,2500
勃,2500
翁,2064
絹,1916
譜,1919
陵,1746
痴,1663
笛,1928
昧,2500
訟,1061
唾,2500
肪,1878
塀,1991
碁,1609
敢,1859
塁,651
暁,1924
胴,1904
謡,1580
飢,1659
欄,1523
艶,2207
痕,1958
怠,1703
欺,1541
弦,1773
泡,1872
諦,2457
伐,1816
餅,2152
寮,1705
厄,2123
暫,1112
爽,2333
肖,1889
詮,2500
諾,1490
柿,1745
芯,2202
綻,2500
訂,1690
汽,2020
薫,1849
隷,2009
俵,1481
遷,1937
枢,1791
肘,2500
麓,2366
憧,2259
帥,2016
漆,1971
酌,2271
頓,2500
賠,1243
渇,1944
慕,2100
婿,2099
妄,2264
慨,1875
匿,2024
渓,2063
侮,2004
髄,1652
穀,1744
薪,2182
轄,1771
洪,1778
牙,2067
咽,2500
迅,1888
該,1648
逐,2230
嘲,2500
墜,1466
臆,2500
餓,1754
挫,1869
錬,2221
桟,2093
溺,2500
賄,1282
盲,1767
鯨,1486
侶,2500
艇,1433
丼,2088
堕,2087
瘍,2500
槽,1809
憩,1731
僅,2500
閲,1855
柵,2500
畔,2049
睦,1993
唆,1278
悼,1645
吏,2500
穫,1642
酢,1955
賜,2190
腎,1755
梗,2500
瑠,2352
羨,2500
搬,1664
剖,1918
酎,2500
畿,1683
宵,2262
拐,1498
醸,1838
猶,1799
諮,1345
畏,2389
泌,2112
愁,2171
逝,2018
朽,1891
硫,1867
瞭,2500
擬,1990
叙,1954
弊,1750
累,1662
煩,2081
踪,2500
藻,2124
蚊,2121
栃,1427
且,2500
鋳,2005
蔽,2500
茨,1203
棺,2161
慄,2500
傲,2500
硝,2154
舶,1753
租,2089
倣,2454
謹,2068
抹,2006
虹,2110
捻,2500
娯,1827
臼,2048
喩,2500
萎,2500
蛍,2031
窒,1776
腺,2500
桁,2500
玩,2216
冶,2500
羞,2500
栓,2199
惧,2097
寡,2035
畝,2327
淑,1922
嫡,2130
屯,1980
糾,1820
遡,2500
陪,1917
雌,1951
舷,2500
霜,2151
殉,2080
紡,1876
貪,2500
庸,2038
韻,2148
繕,2195
搾,2046
刹,2500
采,2500
堆,2184
禍,2010
煎,2458
姻,1985
斑,2165
冥,2349
抄,2328
拷,2057
遜,2500
旺,2342
准,1441
勾,2500
廉,2066
礁,1977
壱,2351
麺,2331
升,2077
卸,1520
耗,2500
謁,2500
璃,2500
坑,2040
串,2139
弔,1840
賓,1677
塡,2500
痢,2037
嚇,2141
濫,2500
俸,1834
箋,2500
凸,2143
脊,2299
詔,2239
緻,2500
凹,2206
罷,2104
漸,2115
賦,2500
弧,2371
褐,2186
辣,2500
摯,2170
汎,2014
斥,2231
厘,1835
矯,2105
毀,2500
窃,1871
遵,2500
賂,2500
惰,2336
蚕,2272
氾,2500
諧,2500
倹,2479
款,1854
媛,1735
憾,1682
哺,2461
衷,2229
彙,2500
迭,1907
嘱,1903
恣,2325
墾,2500
逓,1957
劾,2085
酪,2012
沃,2500
塑,2500
痘,2500
憬,2500
朕,2500
虞,2500
丙,2500
斤,2500
捗,2500
弐,2500
訃,2379
謄,2295
繭,2495
璽,2500
頒,2287
楷,2500
剥,2383
籠,2500
錮,2500
頰,2500
