言,83
手,60
自,19
者,38
事,18
思,132
会,4
家,133
的,105
方,46
地,40
目,76
場,52
代,66
私,242
立,58
物,215
田,90
体,88
動,73
社,21
知,205
理,86
同,15
心,157
発,32
作,103
新,51
世,135
度,110
明,67
力,62
意,99
用,107
主,95
通,80
文,190
屋,616
業,43
持,119
道,207
身,320
不,101
口,284
多,139
野,120
考,196
開,59
教,166
近,194
以,126
問,64
正,143
真,279
味,442
界,158
無,274
少,287
海,200
切,324
重,193
集,210
員,54
公,118
画,199
死,229
安,144
親,406
強,112
使,219
朝,248
題,96
仕,439
京,74
足,343
品,225
着,376
別,214
音,491
元,192
特,234
風,558
夜,487
空,304
有,282
起,374
運,255
料,295
楽,373
色,621
帰,504
歩,554
悪,530
広,263
店,378
町,292
住,270
売,202
待,391
古,509
始,244
終,256
計,228
院,150
送,311
族,393
映,404
買,520
病,384
早,402
質,389
台,262
室,550
可,314
建,300
転,327
医,437
止,310
字,485
工,299
急,309
図,539
黒,573
花,578
英,430
走,626
青,589
答,486
紙,559
歌,519
注,497
赤,584
春,579
館,613
旅,783
験,410
写,453
去,440
研,336
飲,969
肉,986
服,873
銀,395
茶,1116
究,368
洋,763
兄,1219
秋,635
堂,1010
週,540
習,706
試,392
夏,659
弟,1161
鳥,1043
犬,1326
夕,924
魚,1208
借,932
飯,1046
駅,724
昼,1115
冬,1090
姉,1473
曜,940
漢,1487
牛,1202
妹,1446
貸,995
勉,1066
