間,あいだ,あわい,ま,はざま,はさま,ハザマ,かん,けん
迷子,まいご
任せる,まかせる
幕,まく
負け,まけ
孫,まご,そん
真面目,しんめんもく,しんめんぼく,まじめ,マジメ
増す,ます
先ず,まず
貧しい,まずしい
又,また
未だ,まだ,いまだ
街,がい,まち
間違い,まちがい
松,まつ,マツ
真っ赤,まっか
真っ直ぐ,まっすぐ
全く,まったく
祭,まつり
学ぶ,まなぶ
真似,まね,マネ
招く,まねく
豆,まめ,マメ
守る,まもる
丸,まる,マル,がん
丸い,まるい,まろい
回す,まわす
回り,まわり
万一,まんいち,ばんいち,まんいつ,ばんいつ
満足,まんぞく
身,み,むくろ
実,じつ,じち,み,まこと,さね,そうじみ,ただみ,むざね
見送り,みおくり
味方,みかた
見事,みごと
満ちる,みちる
密,みつ
認める,したためる,みとめる
皆,みな,みんな
見舞い,みまい
土産,みやげ,どさん,とさん
都,みやこ,と
妙,みょう
明後日,あさって,みょうごにち
未来,みらい
魅力,みりょく
見る,みる
向かい,むかい
迎え,むかえ
向く,むく
向ける,むける
無視,むし
虫歯,むしば
寧ろ,むしろ
結ぶ,むすぶ
無駄,むだ,ムダ
夢中,むちゅう
胸,むね,むな
無料,むりょう
芽,め
明確,めいかく
命じる,めいじる
名人,めいじん
命令,めいれい
迷惑,めいわく
飯,めし,まんま,まま,いい
滅多に,めったに
面,おもて,おも,も,もて,つら,ツラ,めん,づら,ヅラ
綿,めん,わた,ワタ
免許,めんきょ
面倒,めんどう
申し込む,もうしこむ
申し訳,もうしわけ
毛布,もうふ
燃える,もえる
目的,もくてき
目標,めじるし,もくひょう
木曜,もくよう
文字,もじ,もんじ
持ち上げる,もちあげる
用いる,もちいる
勿論,もちろん
最も,もっとも,もとも
尤も,もっとも,もとも
元,もと,げん,ユアン
基,もと,き,もとい
素,もと,そ,す
戻す,もどす
基づく,もとづく
求める,もとめる
者,もの,もん,しゃ
物音,ものおと
物語,ものがたり
物事,ものごと
模様,もよう
貰う,もらう
文句,もんく
役,えき,えだち,やく
約,やく
訳,わけ,ワケ,やく
役割,やくわり
家賃,やちん
厄介,やっかい
宿,しゅく,やど
雇う,やとう
屋根,やね
破る,わる,やぶる
辞める,やめる
唯一,ゆいいつ,ゆいつ,ゆういつ
勇気,ゆうき
有効,ゆうこう
優秀,ゆうしゅう
優勝,ゆうしょう
友情,ゆうじょう
友人,ゆうじん
有能,ゆうのう
郵便,ゆうびん
夕べ,ゆうべ
有利,ゆうり
床,とこ,ゆか,しょう
愉快,ゆかい
輸出,ゆしゅつ,しゅしゅつ
譲る,ゆずる
豊か,ゆたか
輸入,ゆにゅう,しゅにゅう
許す,ゆるす
夜,よる,よ,や
夜明け,よあけ
様,ざま,ザマ,さま,よう,ためし
酔う,よう,えう
容易,ようい
陽気,ようき
要求,ようきゅう
用心,ようじん
様子,ようす
要するに,ようするに
要素,ようそ
要点,ようてん
曜日,ようび
予期,よき
横切る,よこぎる
予算,よさん
止す,よす,さす
予測,よそく
夜中,よなか,やちゅう,よじゅう
世の中,よのなか
余分,よぶん
予報,よほう
予防,よぼう
読み,よみ
嫁,よめ
余裕,よゆう
喜び,よろこび
宜しい,よろしい
来,らい
楽,らく,がく
利益,りえき,りやく
理解,りかい
陸,ろく,りく,おか,む,むう
利口,りこう
離婚,りこん
理想,りそう
率,りつ
立派,りっぱ
留学,りゅうがく
流行,りゅうこう,はやり
量,りょう,はか
両替,りょうがえ
料金,りょうきん
例,れい,ためし
礼,れい
礼儀,れいぎ
冷静,れいせい
列,れつ
列車,れっしゃ
練習,れんしゅう
連想,れんそう
連続,れんぞく
老人,ろうじん
労働,ろうどう
論じる,ろんじる
論争,ろんそう
論文,ろんぶん
輪,りん,わ
別れ,わかれ
脇,わき,かたわら
分ける,わける
僅か,わずか
話題,わだい
笑い,わらい
割る,わる
悪口,わるぐち,わるくち,あっこう
我々,われわれ
湾,わん
